"«Вперёд»","Саратовская обл., р.п. Мокроус","1. «АПК – курс на возрождение»
2. «Качественное образование и обучение – фундамент будущего»","Информационное сопровождение реализации нац. проекта «Развитие АПК»
Освещение хода реализации нац. проекта «Образование» на территории Федоровского муниципального района, Саратовской области"
"«Вперед»","Республика Мордовия, р.п. Атяшево","«Кто здоров, тот молод»","Внедрение здорового образа жизни"
"«Вперед»","Псковская обл., г. Пустошка","«Быть здоровым – это модно»","Внедрение здорового образа жизни"
"«Время»","Иркутская область,
г. Ангарск","«Обсуждается профессия»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Всё будет!»","Свердловская обл,
г. Артемовский","«Семья: все будет хорошо!»","Укрепление института семьи с детьми"
"«Вятский край»","г. Киров","«Скажем коррупции «Нет»","Борьба с коррупцией"
"«Гжатский вестник»","Смоленская обл., г. Гагарин","1. «Как живешь, село?»
2. «Образование сегодня – общество завтра»","Информационное сопровождение реализации нац. проекта «Развитие АПК»
Возрождение лучших традиций российского образования, пропаганда новых методов обучения"
"«Глинковский вестник»","Смоленская область,
с. Глинка","«Семья – ковчег спасения»","Укрепление института семьи с детьми, борьба с беспризорностью"
"«ЦIумадисезул гьаракь» /»Голос Цумады»","Республика Дагестан, Цумадинский район, с. Агвали","«За консолидацию общества и дружбу народов!»","Борьба с экстремизмом и национальной нетерпимостью"
"«Голос правды»","Краснодарский край,
ст. Полтавская","«Дети – России достояние, окружим их заботой и вниманием, каждому ребенку – семейное тепло»","Укрепление института семьи с детьми, пропаганда опыта семей с усыновленными детьми"
"«Горняцкая правда»","Челябинская обл., г. Коркино","«Трудом красив и славен человек»","Восстановление общественной ценности рабочих профессий"
"«Городские новости»","г. Красноярск","1. «Детский район»
2.»Реальный сектор»","Способствовать духовному развитию детей, познакомить их с традициями разных народов и культур, лучшими произведениями для детей отечественных и зарубежных авторов
Информационная поддержка реального производства, малого и среднего бизнеса"
"«Дагестанская панорама»","Республика Дагестан, г. Махачкала","«Проблема терроризма в зеркале СМИ»","Борьба с терроризмом"
"«Деловое Прикамье»","г. Пермь","«Развитие малого и среднего бизнеса – как важный способ преодоления экономического кризиса, инновационного обновления реального производства, успешного завершения национальных проектов и проводимых в Российской Федерации реформ»","Информационная поддержка реального производства, малого и среднего бизнеса"
"«Десна»","Смоленская область,
г. Десногорск","1. «Реализуем на местах государственные программы»
2. «Молодые активисты – есть желание сохранить и приумножить опыт поколений»","Информационная поддержка государственных и местных программ и реформ, реализуемых в г. Десногорске
Информационное сопровождение мероприятий в рамках Года молодежи"
"«Детская Неделя»","Республика Башкортостан, г. Уфа","«Родной край глазами детей»","Воспитание личности на основе изучения традиций и обычаев своего народа"
"«Дзержинская панорама»","Нижегородская область,
г. Дзержинск","«Дзержинск – 2009: ЖКХ – эпоха перемен»","Информационное сопровождение реформы ЖКХ в г. Дзержинске"
"«Дновец»","Псковская обл.,
г. Дно","«Пока молодой»","Информационное сопровождение мероприятий в рамках Года молодежи"
"«Добрая Дорога Детства»","г. Москва","1. «Знай историю страны – уважай её законы»
2. «Вместе – за безопасность детей на дорогах»","Воспитание законопослушного гражданина – патриота своей страны с высоконравственной системой ценностей
Пропаганда безопасного движения на дорогах, обучение детей правилам дорожного движения"
"«Долг (газета старшего поколения Удмуртии)»","Удмуртская Республика, г. Ижевск","«Удмуртия – оборонный щит России»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан"
"«Единство»","Краснодарский край, ст. Павловская","«Кубань – край спортивный»","Пропаганда спорта, информационная поддержка подготовки к олимпиаде 2014 года в г. Сочи"
"«Ежедневные Новости»","г. Владивосток","«Продовольственная безопасность»","Освещение реализации Доктрины продовольственной безопасности РФ"
"«Жизнь района»","Челябинская обл., г. Куса","1. «Мы не забудем никогда»
2. «Живая природа»","Патриотическое воспитание детей и молодежи, укрепление имиджа армии, повышение престижа военных специальностей
Формирование бережного отношения к природе, экологическое воспитание молодежи"
"«Жирновские новости»","Волгоградская область,
г. Жирновск","«Большие дела малой Родины»","Информационная поддержка государственных и местных программ и реформ, реализуемых в г. Жирновске"
"«Забота – социальная газета для Вас»","г. Владимир","«Гражданское общество: человек и власть, права и ответственность»","Формирование у населения активной гражданской позиции"
"«Заволжская нива»","Саратовская обл., р.п. Озинки","1. «Молодежный меридиан»
2. «Приоритеты образования»","Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи
Информационное обеспечение мероприятий по реализации Комплексного проекта модернизации образования в Саратовской области"
"«Заволжские степи»","Саратовская область, Краснопартизанский район, п. Горный","«В ногу с реформами страны»","Информационная поддержка государственных и местных программ и реформ, реализуемых в Краснопартизанском районе"
"«Заполярье»","г. Воркута","«Приобщение к истокам и сохранение быта, культуры и самобытности коренных народов Севера»","Сохранение культуры и традиций коренных народов Севера"
"«Заря»","Тюменская обл., с. Исетское","«Растим патриотов»","Патриотическое воспитание детей и молодежи Исетского района"
"«Заря»","Республика Мордовия, с. Кочкурово","«Сегодня- молодежь, а завтра – хозяева страны»","Информационная поддержка мероприятий в рамках Года молодежи в России"
"«Заря»","Саратовская обл., р.п. Степное","«Человек славен трудом»","Восстановление общественной ценности рабочих профессий"
"«Заря Кубани»","Краснодарский край, г. Славянск-на-Кубани","«Спортивная орбита»","Пропаганда спорта, информационная поддержка подготовки XXII зимних Олимпийских игр 2014 года в г. Сочи и ХХVII Всемирной летней универсиады 2013 года в г. Казани"
"«Чаннацiуку»/
«Звезда»","Республика Дагестан, Кулинский р-н,
с. Вачи","«Авторитет учителя – в обществе, в обучении и воспитании детей»","Формирование в общественном сознании позитивного образа учителя"
"«Звезда»","Саратовская обл., г. Хвалынск","«Интегралы образования»","Возрождение лучших традиций российского образования"
"«Звезда»","Челябинская обл., с. Агаповка","«Малый бизнес и кризис»","Информационная поддержка антикризисных мер, реального производства, малого бизнеса"
"«Земля»","г. Чита","«Золотые руки России»","Восстановление общественной ценности рабочих профессий"
"«Земля и доля»","г. Самара","«Помоги себе сам»","Информационная поддержка антикризисных мер"
"«Земля Самойловская»","Саратовская обл., р.п. Самойловка","«Местное самоуправление: день за днем»","Освещение административной реформы и реформы местного самоуправления"
"«Земляки»","г. Кемерово","«Под защитой государства»","Защита законных прав граждан"
"«Златоустовский рабочий»","Челябинская область,
г. Златоуст","«Антикризис: от производства… до метлы»","Информационная поддержка антикризисных мер, борьба с безработицей"
"«Змеиногорский вестник»","Алтайский край, г. Змеиногорск","1. «Малый бизнес: вектор развития»
2. «Служу Отечеству!»","Освещение программ развития малого и среднего бизнеса
Укрепление имиджа армии, повышение престижа военных специальностей"
"«Знамя»","Смоленская обл., г. Ельня","«Растить патриотов гвардейской земли»","Укрепление имиджа армии, патриотическое воспитание детей и молодежи"
"«Знамя Октября»","Челябинская обл., г. Пласт","«Моя уютная родина»","Информационное сопровождение реформы ЖКХ"
"«Знамя труда»","Калужская обл.,
г. Киров","«Помнит мир спасенный»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание молодежи"
"«Знамя труда»","Саратовская обл., р.п. Дергачи","«Сельский труженик – это не профессия – образ жизни»","Восстановление общественной ценности рабочих профессий"
"«Знамя шахтера»","Ростовская обл.,
г. Новошахтинск","«Будущее города и страны – в надежные руки молодых»","Воспитание активной гражданской позиции у молодого поколения, повышение правовой грамотности молодых, освещение мероприятий в рамках Года молодежи"
"«Золотое кольцо»","г. Ярославль","1. «Гражданская программа»
2. «За открытость российского правосудия»","Формирование в Российской Федерации социально ориентированного, экономически процветающего демократического правового государства и зрелого гражданского общества
Защита законных прав граждан Российской Федерации и обеспечение действенности конституционных гарантий их реализации в условиях мирового финансово-экономического кризиса"
"«Золотой Рог»","г. Владивосток","«Коррупция в России: кто кого?»","Борьба с коррупцией"
"«ЗОРИ ПЛЮС»","Пермский край, г. Добрянка","«Газета местного сообщества – на защите интересов граждан»","Защита законных прав граждан"
"«Ивантеевский вестник»","Саратовская обл., с. Ивантеевка","«В реформах и нацпроектах – будущее России»","Информационная поддержка реализации нац. проектов и реформ на территории Саратовской обл."
"«Информ Полис»","Республика Бурятия,
г. Улан-Удэ","«Молодежный блог»","Информационная поддержка мероприятий в рамках Года молодежи в России"
"«Искра»","Челябинская обл., с. Еткуль","«Деревенька моя…»","Бережное отношение к природе"
"«Искра»","Калужская обл., г. Жиздра","«Горжусь своей профессией»","Восстановление общественной ценности рабочих профессий"
"«Искра»","Саратовская обл., с. Питерка","«Жар души согреет детство»","Укрепление социальной значимости профессии учителя"
"«Искра»","Смоленская обл., пгт. Угра","1. «В здоровом теле – здоровый дух»
2. «Профессии, необходимые на селе»","Укрепление здоровья нации,
внедрение здорового образа жизни
Восстановление общественной ценности рабочих профессий"
"«Йэншишма» («Живой родник»)","Республика Башкортостан, г. Уфа","«Уроки безопасности на дорогах»","Пропаганда безопасного движения на дорогах, обучение детей правилам дорожного движения"
"«Йэшлек» («Молодость»)","Республика Башкортостан, г. Уфа","«Здоровье, крепкая семья – источник жизни для тебя»","Укрепление здоровья нации, сокращение смертности и увеличение рождаемости, внедрение здорового образа жизни"
"«Калининградский аграрий»","г. Калиниград","«В деревне есть кому доверить землю»","Освещение программы развития малого предпринимательства на селе"
"«Каменская народная газета»","Алтайский край, г. Камень-на-Оби","«Быть молодым и активным – ЗДОРОВО!»","Информационная поддержка мероприятий, проходящих в г. Камне-на-Оби и Каменском районе в рамках Года молодежи"
"«Карпинский рабочий»","Свердловская область,
г. Карпинск","«Богословский родник»","Воспитание у читателей чувства патриотизма и гордости за Россию и свою малую родину, укрепление связи поколений"
"«Карьялан Саномат» («Новости Карелии»)","Республика Карелия, г. Петрозаводск","«Год молодежи в Российской Федерации и Республике Карелия»","Информационное сопровождение мероприятий в рамках Года молодежи"
"«Квартирный ряд»","г. Москва","«Молодежные новоселья не отменяются»","Освещение реализации программы предоставления социального жилья и жилья для молодых семей"
"«Кировская правда»","г. Киров","1. «За общество без коррупции»
2. «Солдаты победы»","Борьба с коррупцией
Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание молодежи"
"«Класс»","г. Курск","«Родничок»","Формирование бережного отношения к природе, экологическое воспитание молодежи"
"«Книжное обозрение»","г. Москва","«Развитие информационных потребностей и культуры чтения в молодежной среде»","Усиление приоритетной роли чтения во всех системах образования и просвещения молодого поколения"
"«Кодима»","Республика Карелия, г. Петрозаводск","«Средь многих народностей, наций, наречий…»","Сохранение истории, культуры и традиций коренных народов Карелии"
"«Колокольчик – на радость детям»","г. Саранск","«Целый мир от красоты»","Формирование знаний в области отечественной и мировой культуры"
"«Колос»","Челябинская обл., с. Уйское","«Возрождение Уральского села»","Информационное сопровождение реализации нац. проекта «Развитие АПК»"
"«Комсомолец Каспия»","г. Астрахань","«Как нам преодолеть кризис. Взаимодействие власти и общества»","Информационная поддержка антикризисных мер"
"«Комсомольская правда»","Г. Москва","1. «Консолидация общества – основа реализации антикризисных мер и долгосрочных программ Правительства России»
2. «Патриотизм – объединяющая идеология России»","Информационная поддержка антикризисных мер
Патриотическое воспитание граждан"
"«Кондрово за неделю»","Калужская обл.,
г. Кондрово","«Это мой город»","Формирование у населения активной гражданской позиции, желания эффективно работать по решению задач благоустройства города и улучшения экологии"
"«Консьержъ»","г. Санкт-Петербург","«Создание условий для комфортной среды проживания»","Информационное сопровождение реформы ЖКХ"
"«Копейский рабочий»","Челябинская область,
г. Копейск","«Поколение NEXT»","Информационная поддержка мероприятий, прошедших в г. Копейске в рамках Года молодежи, поддержка молодежных инициатив"
"«Красная звезда»","Тюменская обл., с. Викулово","«Ценнее нет на земле любви, подаренной ребенку»","Укрепление института семьи с детьми, пропаганда семейных ценностей"
"«Красное знамя»","Удмуртская Республика,
г. Глазов","«Здоровая жизнь – это здорово!»","Пропаганда здорового образа жизни"
"«Красное знамя»","Читинская обл., п. Карымское","«Сохраним забайкальское село»","Освещение программы развития сельского хозяйства в Забайкальском крае, развития ЛПХ"
"«Красное знамя»","г. Тюмень","«Время новых возможностей»","Информационная поддержка антикризисных мер"
"«Краснокутские вести»","Саратовская обл., г. Красный Кут","«Красный Кут, ты растешь вместе с нами»","Освещение мероприятий, проводимых в рамках Года молодежи на территории Краснокутского района"
"«Красноярский рабочий»","г. Красноярск","«Противодействие коррупции»","Борьба с коррупцией"
"«Кугарня (Пятница)»","Республика Марий Эл, г. Йошкар-Ола","«Молодёжи России – глобальный прорыв»","Информационная поддержка мероприятий в рамках Года молодежи в России"
"«Кузнецкий рабочий»","Пензенская обл., г. Кузнецк","«Антикризисный совет: побеждать вместе!»","Информационная поддержка антикризисных мер"
"«Кузнецкий рабочий»","Кемеровская обл., г. Новокузнецк","«Реформа ЖКХ»","Информационное сопровождение реформы ЖКХ"
"«Курские ведомости»","г. Курск","«Антикризисная программа: правовой всеобуч – региональный аспект»","Защита законных прав граждан, правовое просвещение"
"«Кушвинский рабочий»","Свердловская область, г. Кушва","«Семья и кризис: противостояние»","Укрепление института семьи, социальная поддержка многодетных и малообеспеченных семей"
"«Кызыл тан» (Красная заря)","Республика Башкортостан, г. Уфа","«Возрождение села – за молодыми специалистами»","Поддержка молодежных инициатив, популяризация сельских профессий среди молодежи"
"«Кыштымский рабочий»","Челябинская область,
г. Кыштым","«Кризис: время преодолений»","Информационная поддержка антикризисных мер, борьба с безработицей"
"«Литературная газета»","г. Москва","«Многоязыкая Лира России»","Возрождение переводческой школы с национальных языков на русский и наоборот, развитие межкультурных связей, укрепление дружбы народов России."
"«Литературная Россия»","г. Москва","«В семье единой: дружба народов – дружба литератур»","Развитие межкультурных связей, укрепление дружбы народов России"
"«Лужская правда»","Ленинградская обл., г. Луга","1. «Я служу России!»
2. «Профессионалы нашего города»","Укрепление имиджа армии, повышение престижа военных специальностей
Восстановление общественной ценности рабочих профессий"
"«Малоярославецкий край»","Калужская область, г. Малоярославец","«Будущие президенты»","Воспитание гражданского самосознания и правовой грамотности молодого поколения"
"«Марий Эл»","Республика Марий Эл, г. Йошкар-Ола","«Наркотик – зло. Вместе победим его! «","Борьба с наркоманией"
"«Маяк»","Свердловская область,
г. Сысерть","«Береги честь смолоду»","Передача молодежи передового опыта старшего поколения. Воспитание активной гражданской позиции, рачительного и хозяйственного подхода к обустройству района."
"«Маяк»","Республика Мордовия, г. Ардатов","«Здоровье нации в руках россиян»","Пропаганда здорового образа жизни"
"«Мир детей и подростков»","г. Москва","«Чужих детей не бывает»","Борьба с детской беспризорностью и бродяжничеством"
"«Мичуринская правда»","Тамбовская обл., г. Мичуринск","«Даёшь, молодёжь!»","Информационная поддержка мероприятий в рамках Года молодежи в России"
"«Молодежная газета»","Республика Башкортостан, г. Уфа","«Выбирая спорт, выбираешь жизнь!»","Пропаганда спорта, здорового образа жизни"
"«Молодежь Бурятии»","Республика Бурятия, г. Улан-Удэ","«Году молодежи – энергию, инициативу и честолюбие молодых»","Информационная поддержка мероприятий в рамках Года молодежи в России"
"«Мосальская газета»","Калужская обл., г. Мосальск","«Мосальский район: новые вызовы – старые решения»","Восстановление общественной ценности рабочих профессий"
"«Московский комсомолец»","г. Москва","1. «Игры разума»
2. «Недетские игры»
3. «Возвращение»","Информационная поддержка мероприятий в рамках Года молодежи в России
Внедрение здорового образа жизни, борьба с алкоголизмом, наркоманией, курением, игроманией, аморальным поведением и бытовой распущенностью населения, прежде всего, молодежи
Информационное обеспечение Государственной программы по оказанию содействия добровольному переселению в Российскую Федерацию соотечественников, проживающих за рубежом"
"«Народная трибуна»","Саратовская обл., г. Калининск","«Деревня – сердце России»","Освещение нац. проекта «Развитие АПК»"
"«Наукоград»","г. Томск","«Россия на пороге инновационного прорыва»","Информационное обеспечение инновационной деятельности в области развития науки, техники"
"«Наша жизнь»","Тюменская обл.
с. Казанское","1. «Отчизна жива патриотизмом»
2. «Метаморфозы деревенской демократии, или от России земств к России Дум – областных, городских и сельских»","Патриотическое воспитание граждан на примере героического прошлого России
Освещение реализации реформы местного самоуправления в Казанском районе, знакомство читателей с историей развития местного самоуправления в России"
"«Наша жизнь»","Саратовская обл.,
с. Воскресенское","«Сельская школа в свете модернизации образования»","Освещение реализации нац. проекта «Образование», пропаганда новаторских методов обучения и воспитания детей"
"«Наша жизнь»","Псковская область,
г. Пыталово","1. «Экономика и социальная сфера: противодействие кризису»
2. «Патриотическое воспитание: Служение Отечеству»","Информационная поддержка антикризисных мер, поддержка социально незащищенных граждан
Укрепление имиджа армии, повышение престижа военных специальностей"
"«Наше время»","Саратовская обл., р.п. Новые Бурасы","1. «Реформы местного самоуправления»
2. «На защите здоровья, семьи и детства»","Освещение реализации реформы местного самоуправления в районе
Пропаганда семейных ценностей и культа здоровой семьи"
"«Наше время»","г. Ростов-на-Дону","«Так победим!»","Информационная поддержка мероприятий по искоренению коррупции и стяжательства в стране"
"«Наше слово – газета для всех и каждого»","Саратовская обл., г. Энгельс","«Молодежная приемная»","Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи"
"«Неделя»","Республика Башкортостан, г. Уфа","«Проблемы адаптации молодежи в условиях кризиса»","Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи"
"«Нейва»","Свердловская обл.,
г. Новоуральск","«Предприниматели – городу, город – предпринимателям»","Информационная поддержка реального производства, малого и среднего бизнеса"
"«Новая жизнь»","Калужская обл., г.Спас-Деменск","1. «Подворье»
2. «За здоровый образ жизни»","Пропаганда развития ЛПХ и малого предпринимательства на селе, освещение нац. проекта «Развитие АПК»
Пропаганда здорового образа жизни, борьба с алкоголизмом и курением"
"«Новая жизнь»","Свердловская обл.,
г. Верхотурье","«Культура, история и самобытность Северного Урала»","Сохранение истории, культуры и традиций Северного Урала"
"«Новая жизнь»","Челябинская обл., г. Еманжелинск","«Малый бизнес – большие надежды»","Информационная поддержка антикризисных мер, поддержка реального производства"
"«Новая жизнь»","Саратовская обл., г. Красноармейск","«Местное самоуправление: учимся быть хозяевами»","Информационное сопровождение административной реформы и реформы местного самоуправления"
"«Новая жизнь»","Саратовская обл., г. Красноармейск","«Будет хлеб – будет и песня!»","Информационное обеспечение Доктрины продовольственной безопасности Российской Федерации"
"«Новая жизнь»","Республика Мордовия, с. Дубёнки","«Молодёжь украсит новый день наших сёл и деревень»","Поддержка молодежных инициатив, популяризация сельских профессий среди молодежи"
"«Новороссийский рабочий»","Краснодарский край,
г. Новороссийск","«Гражданин в правовом поле»","Защита законных прав граждан, правовое просвещение"
"«Новосокольнический край»","Псковская обл., г. Новосокольники","«Щедрый колос – великое счастье»","Освещение нац. проекта «Развитие АПК», укрепление экономической стабильности в районе"
"«Новые известия»","г. Москва","«Дом и квартира»","Разъяснение политики государства в сфере жилищно-коммунального хозяйства,
целей и задач реформы ЖКХ, ее необходимости и актуальности"
"«Озерский вестник»","Челябинская область,
г. Озерск","«Жизнь без опасности»","Информационное сопровождение программы обеспечения безопасного и комфортного проживания граждан Озерского городского округа в условиях непосредственной близости к опасному производству"
"«Октябрьская искра»","Челябинская обл., с. Октябрьское","«Сильное село – сильная Россия»","Информационная поддержка антикризисных мер, освещение реализации нац. проекта «Развитие АПК»"
"«Ома муа» (Родная земля)","Республика Карелия, г. Петрозаводск","«И звучит в краю озерном как струна карела голос»","Сохранение истории, культуры и традиций коренных народов Карелии"
"«Омет» («Надежда»)","Республика Башкортостан, г. Уфа","«Продовольственная безопасность – будущее нашей страны и ее населения»","Информационное обеспечение Доктрины продовольственной безопасности Российской Федерации"
"«Оренбургская сударыня»","г. Оренбург","1. «Всем кризисам назло»
2. «Российская армия: женский взгляд»","Информационная поддержка антикризисных мер
Укрепление имиджа армии и флота, престижа военной профессии"
"«Орловский комсомолец»","г. Орёл","«Здорово живешь, человек XXI века!»","Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи"
"«Осинское Прикамье»","Пермский край,
г. Оса","«Ремеслу везде у нас почет»","Восстановление общественной ценности рабочих профессий"
"«Парма-Новости»","Пермский край, г. Кудымкар","«Дети наше будущее. В ответе за него мы все»","Укрепление института семьи с детьми"
"«Перекресток»","Ростовская обл. г. Белая Калитва","1. «В здоровом теле – здоровый дух»
2. «Живая природа – здоровая жизнь»","Пропаганда здорового образа жизни
Формирование бережного отношения к природе, экологическое воспитание молодежи"
"«Перекрёсток России»","Саратовская обл., г. Ртищево","«Поиск резервов развития экономики района в условиях преодоления последствий мирового экономического кризиса»","Информационная поддержка антикризисных мер"
"«Пенсионер»","г. Екатеринбург","«Цена Победы»","Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан"
"«Пока не поздно»","г. Москва","«Остановить у края»","Борьба с наркоманией"
"«После уроков»","Ульяновская обл., г. Димитровград","«Школа завтрашнего дня»","Формирование в общественном сознании позитивного образа учителя, пропаганда и распространение новаторских методов обучения и воспитания детей и молодежи"
"«Приазовские степи»","Краснодарский край, г. Ейск","1. «Судьба и Родина - едины»
2. «Территория закона»","Укрепление имиджа армии, повышение престижа военных специальностей
Защита законных прав граждан, правовое просвещение"
"«Приазовье»","Краснодарский край, г. Приморско-Ахтарск","«Продукция Кубани – гордость России»","Освещение реализации Доктрины продовольственной безопасности РФ, поддержка отечественного производителя с\х продукции"
"«Приамурские ведомости»","г. Хабаровск","«Дальний Восток – территория возрождения»","Информационная поддержка государственной политики, направленной на социально-экономическое развитие
Дальнего Востока"
"«Призыв»","Краснодарский край, г. Крымск","«Семья – начало всех начал»","Укрепление института семьи с детьми"
"«Призыв»","Республика Мордовия,
с. Лямбирь","1. «Крепка семья –крепка держава»
2. «Созидающая молодежь – будущее России»","Пропаганда семейных ценностей
Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи"
"«Призыв»","Саратовская обл., п.г.т. Лысые Горы","«Все профессии нужны – все профессии важны»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Призыв»","Тюменская обл., с. Юргинское","«Адреса молодых»","Поддержка молодежных инициатив, популяризация сельских профессий среди молодежи"
"«Призыв»","Вологодская обл., г. Харовск","«За здоровый образ жизни»","Пропаганда здорового образа жизни"
"«Прикубанские огни»","Краснодарский край,
ст. Тбилисская","«Дорога – территория закона»","Пропаганда безопасного движения на дорогах"
"«Природа Алтая»","Алтайский край, с. Кулунда","«От «Природы Алтая» к «Природе Сибири»","Формирование бережного отношения к природе, экологическое воспитание молодежи"
"«Присурские вести»","Республика Мордовия, с. Большие Березники","«Коль молод, сердцем не потух – ты за село в ответе! Держи в здоровом теле дух, пусть труден путь, но светел!»","Поддержка федеральных и республиканских властей в программах по укреплению здоровья населения страны, пропаганда спорта, как универсальной школы нравственной и гражданской закалки для молодежи"
"«Просторы России»","г. Орел","«Жить в России – жить по закону!»","Защита законных прав граждан, правовое просвещение, борьба с коррупцией"
"«Псковская провинция»","Г. Псков","«Мораторий на кризис»","Информационная поддержка антикризисных мер"
"«Рабочая правда»","Свердловская обл, г. Полевской","«Город – территория комфортного проживания, или как коммунальщики и население учатся быть партнерами»","Освещение хода реализации реформы ЖКХ в г. Полевском, пропаганда лучшего опыта в сфере ЖКХ"
"«Рабочий путь»","г. Смоленск","«Рабочий путь» - Спорт»","Пропаганда спорта"
"«Рассвет»","Краснодарский край, с. Успенское","«Живая история: к будущему, сквозь призму прошлого и настоящего»","Патриотическое воспитание граждан"
"«Республика Башкортостан»","Республика Башкортостан, г. Уфа","«Программа созидания»","Информационное сопровождение государственных программ и реформ, нацеленных на конкретные общественно значимые результаты"
"«Республика молодая»","Республика Мордовия, г. Саранск","1. «Молодёжные инициативы – инвестиции в будущее»
2. «1000-летие единения мордовского народа с народами Российского государства»","Информационная поддержка инновационной деятельности студентов, учащихся колледжей и школ.
Сохранение культурно-нравственных ценностей и укрепление духовного единства российского народа"
"«Ржевский вестник»","Тверская область, г. Ржев","«Сбережение трудовых ресурсов в малых городах»","Освещение программы народосбережения, борьба за здоровый образ жизни, борьба с безработицей"
"«Родная земля»","Саратовская обл., с. Балтай","«Для общего блага»","Освещение хода реализации районных целевых программ в рамках национальных проектов «Жилье», «Здоровье», «Образование», «Развитие АПК»"
"«Руднянский голос»","Смоленская обл., г. Рудня","«Семья – основа государства»","Укрепление института семьи с детьми, пропаганда семейных ценностей"
"«STOP - газета»","г. Москва","«Начинающему водителю – безопасное и культурное вождение»","Пропаганда безопасного движения на дорогах"
«Сами»,"Алтайский край, г. Барнаул","«Молодой Алтай: нам преображать наш край»","Информационная поддержка государственной молодежной политики в России и в Алтайском крае"
"«Саратовская областная газета»","г. Саратов","«Семья и гражданское общество»","Укрепление института семьи, просвещение в сфере семейного права"
"«Саров»","Нижегородская обл., г. Саров","«Гражданский ликбез»","Защита законных прав граждан, правовое просвещение"
"«Саровская пустынь»","Нижегородская обл., г. Саров","«Живое слово»","Пропаганда «читающего образа жизни»"
"«Саткинский рабочий»","Челябинская область,
г. Сатка","«Помним историю, чтим традиции, воспитываем гражданина»","Патриотическое воспитание граждан"
"«Свет маяков»","Краснодарский край,
г. Новокубанск","«Местная власть и обеспечение прав граждан»","Защита законных прав граждан на уровне местного самоуправления, правовое просвещение"
"«Свободный курс»","г. Барнаул","«Земляки В.М. Шукшина»","Популяризация истории Алтайского края, создание уникальной портретной галереи людей, посвятивших свою жизнь родному краю, России"
"«Северобайкальские вести»","Республика Бурятия, п. Нижнеангарск","«Пером и кистью утверждая жизнь»","Поддержка и развитие литературного, музыкального, изобразительного, научно-технического и иных общественно полезных форм творчества населения"
"«Сельская газета»","Краснодарский край, ст. Новопокровская","«Гордое звание – рабочий человек!»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Сельская жизнь»","Саратовская обл., пгт. Татищево","«Реальное дело»","Восстановление общественной ценности рабочих профессий, профориентация молодежи"
"«Сельская жизнь»","Краснодарский край,
ст. Отрадная","«Прокорми себя, свою семью, свою страну!»","Развитие на селе ЛПХ и малого предпринимательства, поддержка отечественного производителя с\х продукции"
"«Сельская новь»","Краснодарский край, г. Усть-Лабинск","«Реформы власти и меры по выходу из кризиса»","Информационная поддержка антикризисных мер"
"«Сельская новь»","Смоленская обл., г. Починок","«Будущее принадлежит молодым: что посеем, то и пожнём…»","Поддержка молодежных инициатив и освещение мероприятий в рамках Года молодежи"
"«Сельская новь»","Калининградская обл., г. Нестеров","«Вместе»","Укрепление института семьи с детьми, пропаганда семейных ценностей, культа здоровой семьи, любви к детям, опекунства, усыновления детей-сирот"
"«Сельский вестник»","Тюменская обл., с. Омутинское","«Работаем в новых экономических условиях»","Информационная поддержка антикризисных мер"
«Селенга»,"Республика Бурятия,
г. Гусиноозерск","«Селенга спортивная»","Пропаганда спорта и здорового образа жизни"
"«Слава труду»","Саратовская обл., р.п. Екатериновка","1. «Учитель сегодня – мастер, новатор, борец»
2. «Крестьянский труд – он важный самый»","Освещение реализации нац. проекта «Образование, пропаганда новаторских методов обучения и воспитания детей
Восстановление общественной ценности базовой профессий – труженика сельского хозяйства"
"«Слава труду»","Тюменская обл., с. Аромашево","«СМИ и кризис: ответы на вызов экономической ситуации»","Информационная поддержка антикризисных мер"
«Смена»,"г. Белгород","«Году молодежи – энергию молодых»","Информационная поддержка мероприятий в рамках Года молодежи"
"«Собеседник»","г. Москва","1.»Чистые руки»
2.»Наша победа»
3.»Соотечественники»
4. «Молодые таланты России»","Борьба с коррупцией
Пропаганда памятных дат истории России (65-летие Победы в Великой Отечественной войне), патриотическое воспитание граждан
Информационное обеспечение Государственной программы по оказанию содействия добровольному переселению в Российскую Федерацию соотечественников, проживающих за рубежом
Поддержка и развитие литературного, музыкального, изобразительного, научно-технического и иных общественно полезных форм творчества населения"
"«Советская Сибирь»","Тюменская обл., г. Тобольск","«Предприимчивому хозяину и кризис нипочём!»","Информационная поддержка антикризисных мер, содействие малому предпринимательству"
