,"Цикл телевизионных документальных фильмов «Воспитать гражданина»
ООО «Астраханская областная телерадиовещательная компания»
г.Астрахань","Проект посвящен совместной работе общественной организации ветеранов сил специального назначения, учебных заведений и воинских частей по воспитанию будущих защитников Родины, а также людям, которые своим ратным трудом подтвердили свое право называться защитниками Отечества и служить примером для будущих призывников
3 фильма
Хронометраж 14 мин.
Канал-вещатель: РЕН ТВ Астрахань"
,"Цикл телевизионных документальных фильмов «Имя на карте Астраханской области»
ООО «Астраханская областная телерадиовещательная компания»
г.Астрахань","Фильмы о наиболее интересных местностях Астраханской области - озеру Баскунчак и горе Богдо, Астраханскому заповеднику и городищ Сарай-Бату
Проект приурочен к празднованию 450-летия Астрахани.
3 фильма
Хронометраж 14 мин."
,"Видеофильм «Стражи столетий»
Филиал ФГУП ВГТРК ГТРК «Лотос»
г.Астрахань","Исторические хроники о выдающихся астраханцах, внесших значительный вклад в развитие духовной жизни Астраханского региона, прославивших Россию в истории мировой цивилизации.
4 фильма
Хронометраж 30 мин."
,"Телепрограмма «Приумножая славу России»
Филиал ФГУП ВГТРК ГТРК «Лотос»
г.Астрахань","Серия кратких рассказов о наградах Советского Союза внесших значительный вклад в развитие экономики и культуры страны, сражавшихся на фронтах Великой Отечественной войны и получивших за ратный подвиг высокие награды Отчизны
6 программ
Хронометраж 7 мин."
,"Телепрограмма «Буддийская традиционная Сангха России представляет…»
ООО «Зов Байкала»
г.Улан-Удэ","Информация об истории края, о последних событиях через призму буддизма.
Программа – одна из двух составляющих проекта «Мы вместе» (вторая часть – «Благовест Бурятии»). Проект задуман как диалог двух культур: идеологическое и духовное единство основных религиозных конфессий в Республике Бурятия
24 программы
Хронометраж 20 мин."
,"Радиопрограмма «Народы России»
Филиал ФГУП ВГТРК ГРК «Радио России»","Информационно-просветительская программа об этническом многообразии населения Российской Федерации, направленная на налаживание межнационального сотрудничества.
12 программ по 14 мин.
18 программ по 25 мин."
,"Радиопрограмма «Когда папа был маленьким»
Филиал ФГУП ВГТРК ГРК «Радио России»","Программа для семейного прослушивания
Что любил папа в детстве? Что читал? Был ли он хулиганом или паинькой? Из кого вырастают знаменитые люди?
Форма: документальные рассказы кого-то из знаменитых или просто интересных людей о своем детстве; постановочные спектакли по книгам В.Голявкина, Вл.Крапивина, Л.Кассиля, А.Гайдара; радиоколлажи, содержащие и документальную, и художественную, и музыкальную страницы; рассказы детей и внуков о своих замечательных отцах и дедах; чтение мемуаров и т.д.
12 программ
Хронометраж 25 мин."
,"Радиопрограмма «Волшебная дверь»
Филиал ФГУП ВГТРК ГРК «Радио России»","Цикл оригинальных литературно-художественных постановочных передач для детей и подростков от 7 до 13 лет с элементами интерактивного общения.
Знакомство с лучшими произведениями детской и юношеской литературы
12 программ
Хронометраж 14 мин."
,"Радиопрограмма «Как курица лапой»
Филиал ФГУП ВГТРК ГРК «Радио России»","Программа для детей от 8 лет.
Занимательное путешествие по знаменитым художественным произведениям, сказкам, мифам и легендам.
Форма: оригинальный радиоспектакль, в котором два постоянных главных персонажа: ничего не знающая, но изобретательная и находчивая Курица Пеструха и профессор околосказочных наук, библиофилус Букашкин – маленький человечек, живущий в библиотеке и знающий все на свете.
Сказочным образом попадая внутрь того или иного знаменитого произведения, они помогают ребятам понять и суть сюжета, и характеры главных героев, узнать историю создания произведения и даже научиться отличать друг от друга литературные жанры
12 программ
Хронометраж 25 мин."
,"Радиопрограмма «С русского на русский, или кстати сказать»
Филиал ФГУП ВГТРК ГРК «Радио России»","Научно-популярная программа о русском языке.
Цель проекта – повышение уровня владения русским языком за счет обогащения словарного запаса слушателей и обучения правильному использованию родного языка в различных ситуациях
24 программы
Хронометраж 14 мин."
,"Радиопрограмма «Н.В. Гоголь на перекладных в пространстве и во времени»
Филиал ФГУП ВГТРК ГРК «Радио России»","Цикл литературно-художественных программ о жизни произведений Н.В, Гоголя с XIX века до наших дней и о важнейших событиях в жизни писателя, неотъемлемой частью которых была дорога
12 программ
Хронометраж 25 мин."
,"Радиопрограмма «Пушкинские хроники»
Филиал ФГУП ВГТРК ГРК «Радио России»","Цикл литературно-художественных программ, посвященных роду А.С. Пушкина, его предкам, его семье, его потомкам
12 программ
Хронометраж 25 мин."
,"Радиопрограмма «Празднование 1020-летия Крещения Руси как торжество православия»
Религиозная организация Православное Братство «Радонеж» Русской Православной Церкви","Программа посвящена 1020-летию Крещения Руси:
- информация о праздновании 1020-летия Крещения Руси в России
-репортажи с международного крестного хода
-репортажи о праздновании 1020-летия Крещения Руси в Прибалтике, Средней Азии и Казахстане
-интервью с представителями православного епископата и прихожанами приходов Русского Зарубежья
- информация о выставках в российских музеях, приуроченных к юбилею
16 программ
Хронометраж 60 мин."
,"Радиопрограмма «Радио «Бельканто»
ООО «ФОРТЕ»","Программы, предваряющие в эфире радиостанции «Орфей» трансляции больших оперных спектаклей
Цель программ - сообщить слушателю важнейшие сведения об опере: краткую информацию об истории ее создания, сценической судьбе, о том, какое место она занимает в репертуаре сегодня, кто, когда, где и в каком виде ставит ее в наши дни.
52 программы
Хронометраж 26 мин."
,"Радиопрограмма «Непрошедшее время»
ЗАО «Эхо Москвы»","Мемуарная программа о российском культурно-литературном и историческом наследии, о людях его олицетворяющих.
Авторская программа Майи Пешковой
53 программы
Хронометраж 20 мин."
,"Радиопрограмма «Музейные палаты»
ЗАО «Эхо Москвы»","Программа посвящена уникальным коллекциям Государственного музея изобразительных искусств А.С. Пушкина, его действующим выставкам, выставочным залам, экспозициям вне стен музея, литературным, концертным. Экскурсионным программам
52 программы
Хронометраж 45 мин."
,"Радиопрограмма «Музыка, которая вернулась»
ООО «ФОРТЕ»","Серия концертных встреч, в которых принимают участие автор и ведущий программы Михаил Казиник, коллективы РГМЦ, гости в студии и радиослушатели.
В программе на примерах отдельных произведений, фактов мировой художественной истории будут подниматься темы современного состояния культуры, положения в ней классической музыки.
26 программ
Хронометраж 26 мин."
,"Радиопрограмма «Домашнее чтение»
ЗАО «Телеком-проект»","Чтение художественной литературы для детей и взрослых.
В эфире звучат как произведения современных авторов в их собственном исполнении, так и произведения, уже ставшие классикой, в исполнении известных актеров театра и кино.
100 программ
Хронометраж 39 мин."
,"Радиопрограмма «Судьбы книг»
ООО «БИССА»","Программа о судьбах книг.
Интересные моменты из истории книг, рассказы о судьбах великих библиотек, информация о современных видах книг
52 программы
Хронометраж 20 мин."
,"Радиопрограмма «Театр у микрофона»
ООО «Радиостанция СЕРЕБРЯНЫЙ ДОЖДЬ»","Радиоспектакли для детей и взрослых.
Классика мировой литературы в исполнении великих актеров театра и кино
64 программы
Хронометраж 20-52 мин."
,"Радиопрограмма «Новгородская летопись»
ООО «Русское Радио – Великий Новгород»
г.Великий Новгород","Радиоочерки о самых ярких страницах новгородской истории – информация о главных событиях в жизни Великого Новгорода от основания до наших дней, о внутреннем устройстве вечевой республики, о торговле и ремеслах, культуре и просвещении
150 программ
Хронометраж 4 мин."
,"Радиопрограмма «Наши родители»
Филиал ФГУП ВГТРК ГТРК «Лотос»
г.Астрахань","Цикл посвящен людям старшего поколения.
В основе программ - документальные рассказы о конкретных судьбах астраханцев, их мнения и суждения по различным аспектам современной жизни, а также практические советы
26 программ
Хронометраж 20 мин."
,"Цикл радиороликов «Астрахань, ты всегда со мной»
ООО «Производственно-коммерческая фирма «Абсолют-СД»
г.Астрахань","Цикл социальных роликов по направлениям:
«Мой край – моя Держава»,
«Здоровая молодежь - будущее России»,
«Жизнь без наркотиков»,
«Толерантное сознание – выбор молодых астраханцев»,
«Семья – семь Я»
«Астрахани 450»
18 роликов
Хронометраж 1 мин."
,"Интернет-сайт «Известия науки»
www.inauka.ru
ОАО «Редакция газеты «Известия»","Популяризация научного знания в России и поддержка авторитета отечественной науки за рубежом.
Портал рассчитан на широкую аудиторию школьников, студентов, ученых и всех, интересующихся открытиями и достижениями российской науки.
На сайте размещаются 2эксклюзивные научно-популярные статьи не только профессиональных журналистов, но и зарегистрированных посетителей сайта"
,"Информационно-аналитический сайт «Соотечественники»
www.russedina.ru
Международный союз общественных объединений «Русь Единая»","Содействие развитию сотрудничества Российской Федерации со странами СНГ и Прибалтики, межнациональному общению, решению проблем соотечественников за рубежом и переселенцев в России (оказание правовой, информационной поддержки)"
,"Интернет-сайт «Я помню»
www.iremember.ru
ООО «Издательство Яуза»","Сборник воспоминаний участников Великой Отечественной войны.
Картина событий эпохи, преломленная в сознании ее участников."
,"Официальный сайт Российского государственного музыкального телерадиоцентра «Музыкальный центр» www.muzcentrum.ru
ООО «Бюро цифровых технологий»
Заказчик: ФГУ РГМЦ","Официальная и новостная информация РГМЦ и радио «Орфей», материалы по тематике сферы культуры и музыки.
Организация прямого вещания радио «Орфей» в Интернете."
,"Официальный веб-сайт Региональной общественной организации «Центр Интернет-технологий» www.rocit.ru
Региональная Общественная Организация «Центр Интернет-технологий» (РОЦИТ)","Старейший независимый отечественный источник информации о событиях в мире российского и зарубежного Интернета.
Интернет-СМИ, объединяющее серию новостных, аналитических, статистических и образовательных инфо-ресурсов."
,"Официальный веб-сайт Национальной премии за вклад в развитие российского Интернета «Премия Рунета» www.PremiaRuneta.ru
ООО «Студия дизайна АртСтайл»","Интернет-представительство Национальной премии за вклад в развитие российского Интернета «Премия Рунета».
-информация о премии, работе Экспертного совета и о проводимых мероприятиях;
-информация по истории Интернета и его российского сегмента, по развитию IT-технологий, по вопросам правового регулирования в Интернете, приведены примеры западного опыта, экспертные оценки и аналитические отчеты по развитию ИКТ в России"
,"Интернет-журнал «Наше наследие»
www.nasledie-rus.ru
ООО «Редакция журнала «Наше наследие»","Культурно-просветительский Интернет-журнал, посвященный проблемам историко-культурного наследия России: информация об изобразительных и архитектурных памятниках истории культуры - публикация архивных материалов, частных коллекций, мемуаров, эпистолярного наследия, фотоархивов."
,"Интернет-сайт «Открытый текст»
www.opentextnn.ru
Нижегородское областное отделение Общероссийской общественной организации «Российское общество историков-архивистов»
г. Нижний Новгород","-пропаганда достижений гуманитарной российской мысли, науки и культуры
-представление различных точек зрения специалистов по истории, археологии, архивоведению, философии
-обеспечение открытого доступа к архивным фондам и создание справочников, отражающих историю российской государственности и общественного самосознания, памятные даты истории России
-знакомство с цензурной историей России
-публикация материалов по этнонациональной культуре народов Поволжья, их быту, обрядам, творчеству"
,"Интернет-сайт «Российская книжная палата» www.bookchamber.ru
ООО «Бук Чембэр Электроник»
Заказчик: ФГУ «Российская книжная палата»","Сайт Российской книжной палаты.
Расширение комплексных справочно-информационных услуг для библиотек, издателей, книгораспространителей по вопросам статистики, стандартизации, создания автоматизированного сервиса регистрации кодов ISBN, создания новых электронных каталогов, наиболее полного каталога книг, имеющихся на книжном рынке"
,"Портал на основе электронной версии журнала «Наука и жизнь»
www.nkj.ru
АНО «Редакция журнала «Наука и жизнь»","- электронная версия журнала «Наука и жизнь»
- архив журнала
- публикация статей, не вошедших в печатную версию журнала
- форум для читателей и научных работников по актуальной проблематике текущего номера
- проведение конкурсов научно-популярных статей
- новостной раздел: текущая информация о научных конференциях, симпозиумах и семинарах"
,"Виртуальный музей радио и телевидения в сети Интернет
www.tvmuseum.ru
АНО «Творческий центр ЮНЕСКО»","База данных, созданная на основе материалов Гостелерадиофонда, Росархива, ИТАР-ТАСС, ИПК работников телевидения и радиовещания, а также частных архивов, воссоздает этапы становления телерадиовещания."
,"Электронная газета «Культура-Портал» www.kultura-portal.ru
АНО «Единство журналистики и культуры»","Информация о традиционной культуре, истории и современных направлениях развития искусства.
"
,"Аналитическо-публицистический портал «Вместе»
www.cis-vmeste.ru
Фонд «Институт Международного Сотрудничества»","Создание информационного поля, описывающего проблемы России и стран СНГ, ШОС (Шанхайской организации сотрудничества). Выявление факторов, позитивно влияющих на межгосударственные и межнациональные отношения и противодействие антироссийской пропаганде на постсоветском пространстве в СМИ СНГ и других зарубежных СМИ"
,"Интернет-сайт «Великий Новгород – 1150»
www.novgorod1150.ru
ЗАО «Информационное агентство «Росбалт»
г.Санкт-Петербург","Интернет-проект www.novgorod1150.ru - официальный информационный партнер юбилея Великого Новгорода.
-информация о ходе подготовки к юбилею
-разделы о культурном, историческом и духовном наследии города."
,"Мультивидеопортал «ЮНПРЕСС»
www.ynpress.ru
РОО «Творческое объединение ЮНПРЕСС»","Медиатека детских и молодежных СМИ.
Портал призван объединить в единое информационное пространство деятельность более двух тысяч детских и молодежных изданий, теле- и радиопрограмм различных регионов страны."
,"Интернет-сайт «Прочтение.ру»
www.prochtenie.ru
ООО «Читатель»
г.Санкт-Петербург","Молодежный интернет-ресурс по проблемам популяризации чтения и культуры в целом, содержащий статьи на актуальные для молодежи темы, раскрываемые на культурном материале, рецензии на книги, фильмы, интервью с авторитетными людьми"
,"Интернет-портал «ИнфоШОС»
www.infoshos.ru
ООО информационное агентство «Инфорос»","Освещение приоритетных направлений взаимодействия стран-участниц Шанхайской организации сотрудничества по обеспечению мира и стабильности в центральноазиатском регионе"
,"Интернет-сайт «ЗАТЕЕВО»
www.zateevo.ru
ООО «Пеликан»","Еженедельный информационно-познавательный журнал для школьников 9-14 лет.
Цель сайта - дать русскоговорящим школьникам дополнительные темы и возможности для общения
Особое внимание ЗАТЕЕВО уделяет вопросам информационной безопасности детей-пользователей, поэтому установлено специальное программное обеспечение, соответствующее требованиям Интернет-безопасности несовершеннолетних"
,"Концерты Большого симфонического оркестра им. П.И. Чайковского в Золотом зале «Musikverein» в г.Вене
Филиал ФГУП ВГТРК ГТРК «Культура»","Концерты Большого симфонического оркестра им. П.И. Чайковского под руководством Владимира Моисеева в Золотом зале «Musikverein» в г.Вене 10-13 марта 2009 г.
1 прямая трансляция – 1 час 45 мин.
3 программы по 1 часу 30 мин."
,"Цикл документальных телефильмов «В начале жизни школу помню я…»
Международный фонд развития кино и телевидения для детей и юношества «Фонд Ролана Быкова»","Цикл документальных фильмов, посвященных московским школам.
Каждый фильм расскажет об одной из 12 выбранных школ, используя сохранившиеся исторические архивы, связанные с их появлением, воспоминания их основателей, рассказы знаменитых учеников и материалы тематических школьных музеев.
12 фильмов
Хронометраж 26 мин."
,"Телевизионная версия ежегодной церемонии вручения национальной премии за вклад в развитие российского Интернета «Премии Рунета»
ООО «АртСтайл Медиа»","Телевизионная версия церемонии вручения национальной премии за вклад в развитие российского Интернета «Премии Рунета» и праздничной шоу-акции «14 RULET-SHOW», приуроченной к 14-летию российского Интернета
Хронометраж 52 мин."
,"Телевизионный документально-публицистический фильм «pro Рунет», часть 5
ООО «АртСтайл Медиа»","Фильм представляет собой концептуальное продолжение фильмов 2004 -2007 гг. и освещает вопросы построения информационного общества в России.
В фильме будут раскрыты главные тенденции развития Рунета, общепризнанное становление Сети не просто как массового явления, стремительно приобретающего новых пользователей, но как одного из теперь уже обыденных явлений в жизни современного человека
1 фильм
Хронометраж 39 мин."
,"Телепрограмма «Основы православной культуры»
ООО «Клуб ТВ»","Цикл телепрограмм через призму исторического взгляда на развитие России показывает Православное Христианство как основу, на которой развивались национальное искусство, наука и культура.
52 программы
Хронометраж 26 мин."
,"Цикл документально-публицистических программ «Четвертая мировая война - терроризм в мегаполисе»
ОАО «ТВ Центр»","Фильмы о сложной системе противодействия мировому террору в разных странах
4 программы
Хронометраж 39-44 мин."
,"Телепрограмма «День аиста»
Региональная общественная организация работников детской, молодежной прессы и телевидения «Открытый эфир»","Цикл публицистических программ о семьях, в которых растут приемные дети.
Цель проекта - распространение положительного опыта устройства детей-сирот в семьи, информирование о законодательной базе в этой области
52 программы
Хронометраж 16 мин."
,"Цикл телевизионных роликов «Мы живем в России»
ЗАО «Аэроплан»","Цикл анимационных информационно-просветительских роликов о регионах и народах России.
Ролики выполняются в технике пластилиновой анимации.
27 роликов
Хронометраж 1 мин."
,"Цикл телевизионных документальных фильмов «Братья Алехандро Кастро Рус»
АНО «СТУДИЯ «РИСК-ФИЛЬМ»","Фильмы о Фиделе и Рауле Кастро Рус, о сегодняшней ситуации на Кубе.
Продолжение фильмов «Личные хроники исторических событий» о российско-кубинских отношениях
2 фильма
Хронометраж 26 мин."
,"Телепрограмма «Русский след»
ОАО «ТВ Центр»","Программы о выдающихся творческих личностях, живущих за пределами России, но которых объединяет одно - их предки или близкие родственники – выходцы из России
4 программы
Хронометраж 39 мин."
,"Телепрограмма «ad libitum или в свободном полете»
ООО «БИССА»","Программы о музыке западноевропейских и русских композиторов разных эпох и направлений.
Форма: страстный монолог скрипача и философа М.Казинка (Швеция), который буквально сражается, отстаивая право классической музыки на повсеместное, доступное, осмысленное существование в современной жизни.
Он не рассказывает полные биографии композиторов - дает лишь ключи к пониманию творчества каждого из них
32 программы
Хронометраж 26 мин."
,"Телепрограмма «Говорун-шоу»
ООО «Продюсерский центр «Надежда»
г.Сургут","Командная игра для подростков.
Состязание в знании русского языка.
30 программ
Хронометраж 26 мин."
,"Телепрограмма «Скажи Нет коррупции»
ООО Рекламно-информационное агентство «Свет»
г.Нижний Новгород","Информационно-аналитическая программа с элементами расследования, направленная на привлечение внимания общественности к проблеме коррупции в стране, вовлечение гражданского общества в противодействие любым проявлениям коррупции.
20 программ:
Хронометраж 17 минут"
,"Телепрограмма «Территория завтра»
ООО Рекламно-информационное агентство «Свет»
г.Нижний Новгород","Программа о проблемах экологии.
В проекте рассматриваются самые разнообразные аспекты в области экологии: экологически-чистые районы области, природные заповедники, инвестиционные проекты предприятий, направленные на оздоровление окружающей среды, вторичные ресурсы, экологически чистые продукты, экологическое здоровье россиян.
20 программ:
Хронометраж 17 минут"
,"Телевизионный художественный фильм «И тогда придут другие»
ГУП Телерадиовещательная компания «Башкортостан» республики Башкортостан
г.Уфа","Действие фильма происходит в наши дни и разворачивается по принципу «параллельного монтажа» Две противоборствующие силы - организационная преступность с одной стороны и правоохранительные органы совместно с государственными и общественными организациями, с другой стороны – ведут непримиримую борьбу за подростков, волею судьбы и неблагоприятно сложившихся семейных обстоятельств оказавшихся выброшенными из нормальной жизни.
4 серии
Хронометраж 40 минут"
,"Цикл телепрограмм «ПУТЬ»
ОАО «Телерадиокомпания «Новый Век»
г.Казань","Историко-просветительский цикл передач, посвященный истории православия в Татарстане.
30 программ
Хронометраж 15 минут"
,"Цикл видеофильмов «В семье единой»
Филиал ФГУП ВГТРК ГТРК «Калмыкия»
г.Элиста","Проект посвящен 400-летию добровольного вхождения калмыцкого народа в состав Российского государства, рассказывает об основных событиях, которые определили развитие народа в тот или иной исторический отрезок времени, о людях, чьи имена остались в истории Калмыкии, о тех, кто внес свой посильный вклад в историю российской культуры и мировой цивилизации
4 фильма
Хронометраж 30 мин"
,"Телепрограмма «Разум. XXI век»
Филиал ФГУП ВГТРК ГТРК «Томск»
г.Томск","Научно-популярные и специализированные передачи о достижениях и проблемах научно-образовательного комплекса Томской области, Сибири и России в целом
40 программ по 8 мин.
10 программ по 20 мин.
10 программ по 15 мин.
10 программ по 25 мин.
10 программ по 35 мин."
,"Цикл телепрограмм «На земле своей»
Филиал ФГУП ВГТРК ГТРК «Коми гор»
г.Сыктывкар","Программы о деятельности национально-культурных автономий в республике Коми, судьбах людей, чья жизнь связана с Коми краем, сохранением культурного наследия многонациональной республике (сегодня в Коми более ста национальных обществ, землячеств, центров, автономий)
12 программ
Хронометраж 55 мин."
,"Цикл телепрограмм «Забытые имена»
Филиал ФГУП ВГТРК ГТРК «Коми гор»
г.Сыктывкар","Исторический проект о судьбах людей, живших в годы политических репрессий на территории Республики Коми.
Каждая история основана на документальной хронике, а также интервью и мнений родственников и участников событий.
12 программ
Хронометраж 20 мин"
,"Телевизионный документальный фильм «Граф, циник, шут. Театр масок Алексея Толстого»
Филиал ФГУП ВГТРК ГТРК «Самара»
г.Самара","Фильм-исследование жизни известного советского писателя Алексея Николаевича Толстого
1 фильм
Хронометраж 39 мин."
,"Цикл телевизионных документальных фильмов «Хребет России»
Пермское региональное отделение Общероссийской общественной детской организации «Лига юных журналистов»
г.Пермь","Цикл фильмов посвящен истории, природе и культуре Урала от древнейших времен до наших дней.
Ключевые роли в фильме исполняют трое ведущих: «рассказчик» -Л.Парфенов, повествующий об истории в целом, «экскурсовод» - А.Иванов, ведущий более детальное повествование, и «испытатель» - Ю.Зайцева, исследующая исторические места: труднодоступные пещеры, вершины скал, горные реки и т.д.
4 фильма
Хронометраж 44 мин."
,"Телепрограмма «Тихий православный вестник»
Некоммерческое партнерство «Телевидение глухих»
г.Нижний Новгород
с субтитрами и на жестовом языке","Православная программа для лиц с нарушением слуха
24 программы
Хронометраж 5 минут"
,"Телепрограмма «Тихое счастливое детство»
Некоммерческое партнерство «Телевидение глухих»
г.Нижний Новгород
с субтитрами и на жестовом языке","Программа для неслышащих детей.
20 программ
Хронометраж 10 минут"
,"Радиопрограмма «Сослагательное наклонение»
ООО «Фантазия ТВ»","Историческая радиопрограмма.
Передача рассчитана на двух ведущих (писатель П. Алешковский и историк Т. Эйдельман).
Что было бы, если бы не пал Константинополь, не случился первый Крестовый поход, Вильгельм Завоеватель не отправился в Великую Британию? Изменился бы ход истории?
В истории любого государства много подобных поворотных моментов. История не терпит сослагательного наклонения, и, тем не мене, историки любят рассуждать на этот счет
50 программ
Хронометраж 20 мин."
,"Радиопрограмма «Грамотей»
ООО «Фантазия ТВ»","Интерактивная игра по русскому языку
Информация о нормах русского языка, причинах языковых ошибок, истории языка.
Актуальные новостные сюжеты, рассказ о текущих событиях в мире русского языка
50 программ
Хронометраж 39 мин."
,"Радиопрограмма «Говорим по-русски. Альманах»
ЗАО «Эхо Москвы»","Образовательная интерактивная программа-игра об особенностях, загадках и трудностях современного русского языка.
Программа построена в форме диалога двух ведущих (Марины Королевой и Ольги Северской).
Обсуждаются языковые проблемы, трудности, правила, речевые ошибки. Используется энциклопедический материал, разбираются вопросы, заданные слушателями
53 программы
Хронометраж 7 мин."
,"Радиопрограмма «Родительское собрание»
ЗАО «Эхо Москвы»","«Круглый стол», посвященный проблемам воспитания и духовного развития детей и подростков.
Каждый выпуск посвящен определенной проблеме, которую обсуждают в студии ведущие работники сферы образования, культуры и здравоохранения, а также преподаватели, воспитатели, психологи, профильные журналисты, политики и т.д.
52 программы
Хронометраж 45 мин."
,"Радиопрограмма «Детская площадка»
ЗАО «Эхо Москвы»","В студию прямого эфира приходят детские писатели, поэты и композиторы, представители издательств, режиссеры детских театров и др., здесь часто звучит живая музыка, всегда разыгрываются книги, компакт-диски и видеокассеты для самых маленьких слушателей.
104 программы
Хронометраж 45 мин."
,"Радиопрограмма «Книжное казино»
ЗАО «Эхо Москвы»","Программа посвящена Книге.
В студию на некоммерческой основе приглашаются руководители крупнейших российских книжных издательств и инициаторы небольших оригинальных издательских проектов, организаторы и участники книжных ярмарок, а также писатели и пропагандисты художественного слова.
52 программы
Хронометраж 45 мин."
,"Радиопрограмма «Поехали?»
ЗАО «Эхо Москвы»","Программа посвящена проблемам мигрантов в России и за ее пределами, вопросам жизни, трудоустройства и интеграции человека в незнакомой ему среде.
52 программы
Хронометраж 50 мин."
,"Радиопрограмма «Театральный фонограф»
Некоммерческое учреждение культуры «Слово»","Радиоспектакли по произведениям русской и мировой классической литературы
65 программ
Хронометраж 23 мин."
,"Радиопрограмма «РадиоДрама»
ООО «Адвайта»","Радиоспектакли по произведениям русской и мировой классической литературы
10 радиоспектаклей
Общий хронометраж 35 часов"
,"Радиопрограмма «Антология русской поэзии»
ООО «Диадема»","Авторский цикл Евгения Евтушенко.
Краткая характеристика творческого дара того или иного поэта, его место на поэтическом Олимпе и артистичное исполнение стихов
50 программ
Хронометраж 10 мин."
,"Радиопрограмма «Ночь в опере»
ООО «БИССА»","Трансляции спектаклей из известных оперных театров мира и их последующее обсуждение.
Ведущий – Артем Варгафтик
10 программ
Хронометраж 90 мин."
,"Радиопрограмма «В душе покоя нет…»
ООО «Диола»
г.Самара","Совместный проект с Самарским отделением Всероссийского общества инвалидов и Самарской областной писательской организацией.
Молодые авторы смогут озвучить свои произведения, рассказать о себе, а слушатели вступить в прямой диалог. В рамках программы будут организованы конкурсы на лучшее стихотворение, лучший рассказ, оригинальное произведение.
96 программ
Хронометраж 30 мин."
,"Цикл радиопередач «Малоизвестные культуры»
Филиал ФГУП ВГТРК ГТРК «Коми гор»
г.Сыктывкар
на коми языке","Краеведы, ученые, жители сел и деревень рассказывают об особенностях сложившейся в течение веков культуры, традиций народа коми.
12 программ
Хронометраж 30 мин"
,"Интернет-портал Государственного фонда телевизионных и радиопрограмм
www.gtrf.ru
ООО «Яуза-Софт»
Заказчик: ФГУ «Гостелерадиофонд»","Официальный сайт Государственного фонда телевизионных и радиопрограмм.
Представление самой полной информации о Гостелерадиофонде, истории его создания, структуре и деятельности, информация о фондовых материалах и возможности их получения."
,"Интернет- сайт Телевидение глухих»
www.tvdeaf.ru
Некоммерческое партнерство «Телевидение глухих»
г.Нижний Новгород","Информация о деятельности НП «Телевидение глухих» и о телепрограммах, производимых телестудией."
,"Интернет-портал «Высокие широты»
www.ant-arctica.ru
Региональный общественный фонд поддержки экспедиционной деятельности «Арктика»","Научно-просветительский Интернет-портал, посвященный социальным, научно-историческим и народно-хозяйственным аспектам освоения Арктики и Антарктики"
,"Интернет-сайт «Книжное обозрение»
www.knigoboz.ru
ЗАО «Издательский Дом «Книжное обозрение»","Интернет-версия журнала «Что читать. Обо всем на свете через книги».
Новости, рецензии, интервью с писателями, поэтами, критиками, несколько разновидностей рейтингов, в том числе и читательских"
,"Интернет-сайт журнала «Экология и жизнь»
www.ecolife.ru
АНО «Журнал «Экология и жизнь»","Электронная версия журнала «Экология и жизнь».
Информация по охране окружающей среды, биологии, философии выживания человека, психологии внутреннего мира животных и человека."
,"Интернет-портал «Русские символы»
www.russimbol.ru
ООО «Центр корпоративной правовой защиты»","Проект позволит пользователю ознакомиться как с наиболее известными, так и специализированными вещами, предметами, символизирующими Россию как в глазах всего мира в общем, так и в глазах жителей России и конкретных местностей, в частности.
База данных информации (фотографий, видеороликов и текста) формируется в основном за счет пользователей"
,"Интернет-портал «Александр Исаевич Солженицын»
ООО «Бюро социальных мультимедийных программ «Элекс-Альфа»","Культурно-просветительский интернет-портал, посвященный жизни и творчеству крупнейшего российского писателя и общественного деятеля, нобелевского лауреата Александра Исаевича Солженицына.
Центральная метафора проекта, посвященного памяти А. И. Солженицына – письменный (рабочий) стол писателя, на котором располагаются архивные документы: письма, фотографии, а также аудио- и видеозаписи. Ресурс фактически является виртуальным музеем эпохи Александра Исаевича. В центре внимания ресурса – не только биография писателя, но и общественные, политические и культурные проблемы, волновавшие его современников."
