"Интернет-портал «Медиакратия»
www.mediacratia.ru
ООО «ЮНИВЕР КОНСАЛТИНГ»","Портал освещает деятельность Общероссийского информационно-образовательного проекта «Медиакратия» - постоянно действующей системы профессионального развития и повышения квалификации молодых журналистов"
"Интернет-ресурс «Дружественный Рунет»
www.FriendlyRunet.ru
НО Фонд Содействие развитию сети Интернет «Дружественный Рунет»","Ресурс фокусирует внимание пользователей на задаче общественного противодействия распространению негативного контента в Интернете.
На сайте размещена горячая линия по приему сообщений о детской порнографии в сети Интернет."
"Интернет-проект «РИА Новости» - «Дети в беде!»
www.deti.rian.ru
ФГУП РАМИ «РИА Новости»","Благотворительный проект ставит перед собой задачу помощи детям, нуждающимся в средствах на дорогостоящее лечение, освещения деятельности благотворительных фондов."
"Интернет-сайт «НеДопусти.Ру»
www.nedopusti.ru
РОО «Центр Интернет-технологий»","Социальный проект по защите детей от похищений и эксплуатации"
"Интернет-портал «Национальный узел Интернет-безопасности»
www.saferunet.ru
РОО «Центр Интернет-технологий»","Проект направлен на содействие повышению уровня безопасного использования Интернета в России и личной Интернет-безопасности пользователей"
"Интернет-сайт «Союз писателей Москвы»
www.soyuzpisateley.ru
ООО «Арс Нова Медиа»","Официальный сайт Союза писателей Москвы"
"Интернет-сайт «Радонеж.ру»
www.radonezh.ru
Религиозная организация Православное Братство «Радонеж» Русской Православной Церкви","Интернет-сайт православной радиостанции «Радонеж"
"Интернет-портал для студентов «Кампус»
www.campus-online.ru
ООО «РИЦ Северо-Восток»","Информационный ресурс, который объединяет мыслящих и активных студентов России – тех, кто способен производить инновационные идеи, объединять вокруг себя людей и реализовывать перспективные проекты."
"Интернет-сайт «Газета.Ру»
www.gazeta.ru
ЗАО «Газета.Ру»","Создание на портале www.gazeta.ru раздела «Детский спорт и здоровье».
Информация о работе детских спортивных и медицинских учреждений России, интервью с руководителями и посеттелями этих заведений, спортсменами, врачами, чиновниками, специалистами в этих областях"
"Интернет-сайт Государственного Литературного музея
www.goslitmuz.ru
ООО «Арт-Мэп»","Создание официального сайта Государственного Литературного музея"
"Интернет-сайт журнала «Экология и жизнь»
www.ecolife.ru
АНО «ЖУРНАЛ «ЭКОЛОГИЯ И ЖИЗНЬ»","Электронная версия журнала «Экология и жизнь».
Информация по охране окружающей среды, биологии, философии выживания человека, психологии внутреннего мира животных и человека."
"Интернет-сайт «ЗАТЕЕВО»
www.zateevo.ru
ООО «Пеликан»","Еженедельный информационно-познавательный журнал для школьников 9-14 лет.
Цель сайта - дать школьникам дополнительные темы и возможности для общения"
"Интернет-журнал «Наше наследие»
www.nasledie-rus.ru
ООО «Редакция журнала «Наше наследие»","Культурно-просветительский Интернет-журнал, посвященный проблемам историко-культурного наследия России: информация об изобразительных и архитектурных памятниках истории культуры - публикация архивных материалов, частных коллекций, мемуаров, эпистолярного наследия, фотоархивов."
"Интернет-сайт «Российская книжная палата» www.bookchamber.ru
ООО «Бук Чембэр Электроник»","Сайт Российской книжной палаты.
Расширение комплексных справочно-информационных услуг для библиотек, издателей, книгораспространителей по вопросам статистики, стандартизации, создания автоматизированного сервиса регистрации кодов ISBN, создания новых электронных каталогов, наиболее полного каталога книг, имеющихся на книжном рынке"
"Интернет-сайт «Известия науки»
www.inauka.ru
ОАО «Редакция газеты «ИЗВЕСТИЯ»","Информация об актуальных открытиях, исследованиях, технологиях, новейших достижениях российской и мировой науки"
"Электронная газета «Культура-Портал» www.kultura-portal.ru
АНО «Единство журналистики и культуры»","Информация о традиционной культуре, истории и современных направлениях развития искусства.
"
"Портал на основе электронной версии журнала «Наука и жизнь»
www.nkj.ru
АНО «Редакция журнала «Наука и жизнь»","- электронная версия журнала «Наука и жизнь»
- архив журнала
- новостной раздел: текущая информация о научных конференциях, симпозиумах и семинарах"
"Виртуальный музей радио и телевидения в сети Интернет
www.tvmuseum.ru
АНО «Творческий Центр ЮНЕСКО»","База данных, созданная на основе материалов Гостелерадиофонда, Росархива, ИТАР-ТАСС, ИПК работников телевидения и радиовещания, а также частных архивов, воссоздает этапы становления телерадиовещания."
"Аналитический информационно-публицистический портал «Вместе»
www.cis-vmeste.ru
Фонд «Институт Международного Сотрудничества»","Портал создан для аналитического, публицистического и информационно-пропагандистского разъяснения внешней и внутренней политики России на фоне анализа общих проблем мировой политики и экономики, межнационального гуманитарного сотрудничества на постсоветском пространстве – в странах СНГ и Балтии, продвижения идей сотрудничества в СНГ, ШОС, ОДКБ"
"Электронный журнал «Новый пенсионер»
www.pencioner.ru
АНО Журнал «Новый пенсионер»","Информационно-аналитическое издание для людей старшего возраста.
Главная задача проекта - постепенно менять отношение к людям старшего возраста, а также повышать самоуважение пенсионеров, показывать примеры достойного преодоления возрастных трудностей, дать в руки инструменты активной самореализации, подсказать, как найти свое дело, воспользовавшись современными технологиями"
"Интернет-сайт «Где ты, мама?»
www.gdetimama.ru
ООО «Телемир»
г.Саратов","Проект посвящен проблеме семейного устройства детей-сирот, оставшихся без попечения родителей:
-объединение информации обо всех детских домах Саратова и области
-предоставление всех необходимой информации для потенциальных родителей или попечителей"
"Интернет-сайт «Большое Золотое Кольцо России»
www.bigring.ru
НП «Большое Золотое Кольцо»","Интернет-представительство народного проекта «Большое Золотое Кольцо России», направленного на восстановление объектов культуры национального значения.
Информация об объектах, включенных регионами РФ в состав проекта, их истории, ходе восстановления"
"Интернет-сайт «Проект «РИА Новости» - «Наша Победа. День за днем»
www.nashapobeda.ru
ФГУП РАМИ «РИА Новости»","Социальный проект «РИА Новости», посвященный Победе в Великой Отечественной войне
На новом этапе развития ресурс должен стать мультимедийной энциклопедией ВОВ."
"Официальный портал Центрального совета «Всероссийского общества охраны памятников истории и культуры» (ВООПИиК)
www.voopik.ru
Всероссийская общественная организация «Всероссийское общество охраны памятников истории и культуры»","Информация по широкому кругу вопросов сферы культурного наследия: новости и события, комментарии, материалы об истории и современном состоянии памятников духовной и материальной культуры, благотворительных инициативах и социальной ответственности бизнеса, очерки о людях, которым мы обязаны сохранением памятников культуры прошлого"
"Интернет-сайт «СтопСПИД»
www.stopspid.ru
Благотворительный Фонд поддержки приоритетных стратегий в сфере общественного здравоохранения","Сайт является ресурсом всероссийской информационной кампании «СтопСПИД: Касается каждого» и направлен на пропаганду здорового образа жизни и формирование толерантного сознания по отношению к людям, живущим с ВИЧ"
"Официальный веб-сайт Российского Интернет Форума
www.rif.ru
РОО «Центр Интернет-технологий»","Официальный веб-сайт Российского Интернет Форума"
"Интернет-портал «МЕДИА ОБРАЗОВАНИЕ»
www.mediaobraz.tv
ООО Творческое Объединение «Арт Медиа Альянс»","Портал для специалистов медиаотрасли, заинтересованных в переподготовке и повышении образовательного уровня кадров"
"Интернет-сайт НЕОДНИ.РУ
www.neodni.ru
АНО Центр социальной адаптации «ОПОРА»","Сайт призван помочь интеграции в общество воспитанников и выпускников государственных учреждений для детей-сирот и детей, оставшихся без попечения родителей.
Сайт позволит выпускникам обмениваться полезными сведениями, при необходимости получить консультативную помощь специалистов (врача, психолога, юриста)"
"Интернет-сайт «У нас не курят»
www.beztabaka.ru
ООО «Инновационные социальные проекты»","Сайт посвящен профилактике табакокурения и снижению вреда от табачной зависимости для общества и человечества."
"Интернет-сайт Союза журналистов Москвы
www.ujmos.ru
Общественная организация «Союз журналистов Москвы»","Сайт, посвященный деятельности Союза журналистов Москвы.
За счет субсидии планируется создание новых разделов, посвященных учебно-практическим курсам «Бастион» и «Бастион-Регион»"
"Интернет-портал «ИнфоШОС»
www.infoshos.ru
ООО информационное агентство «Инфорос»","Освещение приоритетных направлений взаимодействия стран-участниц Шанхайской организации сотрудничества по обеспечению мира и стабильности в центральноазиатском регионе"
"Отраслевой портал «Гильдия издателей периодической печати (ГИПП)»
www.gipp.ru
НП «Гильдия издателей периодической печати»","Отраслевой портал Гильдии издателей периодической печати"
